,duration_sec,start_time,end_time,start_station_id,start_station_name,start_station_latitude,start_station_longitude,end_station_id,end_station_name,end_station_latitude,end_station_longitude,bike_id,user_type,member_birth_year,member_gender,bike_share_for_all_trip,year,month,days,boarding_hour,period_of_day,day_of_week,age,travelTime_minutes,travelTime_hours
113046,1380,2019-02-12 13:07:59.677,2019-02-12 13:30:59.781,16.0,Steuart St at Market St,37.79413,-122.39443,130.0,22nd St Caltrain Station,37.75728840784085,-122.3920512199402,1756,Subscriber,1952,Male,No,2019,2,12,13,afternoon,Monday,67,23,0
113095,428,2019-02-12 13:12:48.871,2019-02-12 13:19:57.023,16.0,Steuart St at Market St,37.79413,-122.39443,3.0,Powell St BART Station (Market St at 4th St),37.78637526861584,-122.40490436553954,4979,Subscriber,1957,Male,No,2019,2,12,13,afternoon,Monday,62,7,0
113102,277,2019-02-12 13:13:55.445,2019-02-12 13:18:32.763,58.0,Market St at 10th St,37.776619,-122.417385,34.0,Father Alfred E Boeddeker Park,37.7839879,-122.412408,5377,Subscriber,1954,Male,No,2019,2,12,13,afternoon,Monday,65,4,0
113109,619,2019-02-12 13:07:10.416,2019-02-12 13:17:30.140,66.0,3rd St at Townsend St,37.77874161153677,-122.39274082710836,66.0,3rd St at Townsend St,37.77874161153677,-122.39274082710836,4654,Subscriber,1950,Male,No,2019,2,12,13,afternoon,Monday,69,10,0
113175,720,2019-02-12 12:51:40.742,2019-02-12 13:03:41.428,197.0,El Embarcadero at Grand Ave,37.8088479,-122.2496799,163.0,Lake Merritt BART Station,37.7973195,-122.2653199,3331,Subscriber,1955,Male,No,2019,2,12,12,afternoon,Monday,64,12,0
113193,562,2019-02-12 12:51:24.882,2019-02-12 13:00:46.885,30.0,San Francisco Caltrain (Townsend St at 4th St),37.776598,-122.395282,3.0,Powell St BART Station (Market St at 4th St),37.78637526861584,-122.40490436553954,5319,Subscriber,1956,Male,No,2019,2,12,12,afternoon,Monday,63,9,0
113239,536,2019-02-12 12:44:14.719,2019-02-12 12:53:11.191,13.0,Commercial St at Montgomery St,37.794231,-122.402923,23.0,The Embarcadero at Steuart St,37.791464,-122.391034,4733,Subscriber,1959,Male,No,2019,2,12,12,afternoon,Monday,60,8,0
113245,1616,2019-02-12 12:25:04.242,2019-02-12 12:52:00.676,98.0,Valencia St at 16th St,37.765052,-122.4218661,49.0,S Park St at 3rd St,37.7807601,-122.3949894,1057,Subscriber,1949,Male,No,2019,2,12,12,afternoon,Monday,70,26,0
113258,949,2019-02-12 12:34:06.265,2019-02-12 12:49:55.510,59.0,S Van Ness Ave at Market St,37.774814,-122.418954,93.0,4th St at Mission Bay Blvd S,37.7704074,-122.3911984,5325,Subscriber,1955,Male,No,2019,2,12,12,afternoon,Monday,64,15,0
113275,735,2019-02-12 12:34:40.810,2019-02-12 12:46:56.042,181.0,Grand Ave at Webster St,37.8113768,-122.2651925,212.0,Mosswood Park,37.82489252995112,-122.26043654610294,4623,Customer,1951,Male,No,2019,2,12,12,afternoon,Monday,68,12,0
113305,160,2019-02-12 12:39:31.258,2019-02-12 12:42:11.934,249.0,Russell St at College Ave,37.8584732,-122.2532529,268.0,Ellsworth St at Russell St,37.85749021457153,-122.26157784461977,4536,Subscriber,1958,Male,No,2019,2,12,12,afternoon,Monday,61,2,0
113367,484,2019-02-12 12:24:54.305,2019-02-12 12:32:58.487,87.0,Folsom St at 13th St,37.769757,-122.415674,72.0,Page St at Scott St,37.772406,-122.4356498,5349,Subscriber,1958,Male,No,2019,2,12,12,afternoon,Monday,61,8,0
113368,341,2019-02-12 12:27:13.548,2019-02-12 12:32:54.807,308.0,San Pedro Square,37.336802,-121.8940901,378.0,Empire St at 7th St,37.34774456553247,-121.89079999923706,4025,Subscriber,1959,Male,No,2019,2,12,12,afternoon,Monday,60,5,0
113370,999,2019-02-12 12:15:41.112,2019-02-12 12:32:20.440,115.0,Jackson Playground,37.7650259,-122.3987734,61.0,Howard St at 8th St,37.7765126,-122.4113061,6192,Subscriber,1957,Male,No,2019,2,12,12,afternoon,Monday,62,16,0
113387,621,2019-02-12 12:18:31.942,2019-02-12 12:28:53.630,61.0,Howard St at 8th St,37.7765126,-122.4113061,26.0,1st St at Folsom St,37.78729,-122.39438,4436,Subscriber,1933,Female,Yes,2019,2,12,12,afternoon,Monday,86,10,0
113415,209,2019-02-12 12:20:49.748,2019-02-12 12:24:18.902,15.0,San Francisco Ferry Building (Harry Bridges Plaza),37.795392,-122.394203,9.0,Broadway at Battery St,37.79857210846256,-122.40086898207666,5286,Customer,1959,Male,No,2019,2,12,12,afternoon,Monday,60,3,0
113430,332,2019-02-12 12:14:33.916,2019-02-12 12:20:06.806,167.0,College Ave at Harwood Ave,37.848152,-122.2521599,249.0,Russell St at College Ave,37.8584732,-122.2532529,4536,Subscriber,1947,Male,No,2019,2,12,12,afternoon,Monday,72,5,0
113457,357,2019-02-12 12:09:04.055,2019-02-12 12:15:01.193,310.0,San Fernando St at 4th St,37.335885,-121.88566,286.0,San Carlos St at 11th St,37.3364659,-121.8766132,3802,Subscriber,1947,Female,No,2019,2,12,12,afternoon,Monday,72,5,0
113464,522,2019-02-12 12:04:53.286,2019-02-12 12:13:35.321,303.0,San Pedro St at Hedding St,37.352601,-121.905733,308.0,San Pedro Square,37.336802,-121.8940901,3843,Subscriber,1958,Male,No,2019,2,12,12,afternoon,Monday,61,8,0
113469,156,2019-02-12 12:10:36.070,2019-02-12 12:13:12.478,116.0,Mississippi St at 17th St,37.7648022,-122.3947713,115.0,Jackson Playground,37.7650259,-122.3987734,3113,Subscriber,1957,Male,No,2019,2,12,12,afternoon,Monday,62,2,0
113474,420,2019-02-12 12:05:23.285,2019-02-12 12:12:23.417,73.0,Pierce St at Haight St,37.7717933,-122.4337079,87.0,Folsom St at 13th St,37.769757,-122.415674,5349,Subscriber,1958,Male,No,2019,2,12,12,afternoon,Monday,61,7,0
113481,179,2019-02-12 12:07:04.612,2019-02-12 12:10:04.240,9.0,Broadway at Battery St,37.79857210846256,-122.40086898207666,15.0,San Francisco Ferry Building (Harry Bridges Plaza),37.795392,-122.394203,5286,Customer,1959,Male,No,2019,2,12,12,afternoon,Monday,60,2,0
113554,708,2019-02-12 11:42:13.200,2019-02-12 11:54:01.411,58.0,Market St at 10th St,37.776619,-122.417385,16.0,Steuart St at Market St,37.79413,-122.39443,4747,Customer,1953,Male,No,2019,2,12,11,morning,Monday,66,11,0
113559,286,2019-02-12 11:48:22.243,2019-02-12 11:53:08.782,321.0,5th St at Folsom,37.78014570345598,-122.40307085237872,30.0,San Francisco Caltrain (Townsend St at 4th St),37.776598,-122.395282,6581,Subscriber,1954,Male,No,2019,2,12,11,morning,Monday,65,4,0
113618,461,2019-02-12 11:33:40.880,2019-02-12 11:41:22.239,106.0,Sanchez St at 17th St,37.7632417,-122.4306746,58.0,Market St at 10th St,37.776619,-122.417385,1553,Subscriber,1953,Male,No,2019,2,12,11,morning,Monday,66,7,0
113676,266,2019-02-12 11:25:56.200,2019-02-12 11:30:22.420,30.0,San Francisco Caltrain (Townsend St at 4th St),37.776598,-122.395282,321.0,5th St at Folsom,37.78014570345598,-122.40307085237872,6581,Subscriber,1954,Male,No,2019,2,12,11,morning,Monday,65,4,0
113682,461,2019-02-12 11:21:39.223,2019-02-12 11:29:20.315,93.0,4th St at Mission Bay Blvd S,37.7704074,-122.3911984,30.0,San Francisco Caltrain (Townsend St at 4th St),37.776598,-122.395282,2347,Subscriber,1947,Male,No,2019,2,12,11,morning,Monday,72,7,0
113695,265,2019-02-12 11:21:57.813,2019-02-12 11:26:23.609,93.0,4th St at Mission Bay Blvd S,37.7704074,-122.3911984,81.0,Berry St at 4th St,37.77588,-122.39317,3135,Subscriber,1950,Female,No,2019,2,12,11,morning,Monday,69,4,0
113712,364,2019-02-12 11:17:59.808,2019-02-12 11:24:04.183,24.0,Spear St at Folsom St,37.7896767,-122.3904285,13.0,Commercial St at Montgomery St,37.794231,-122.402923,5227,Subscriber,1959,Male,No,2019,2,12,11,morning,Monday,60,6,0
113732,593,2019-02-12 11:08:50.014,2019-02-12 11:18:43.384,76.0,McCoppin St at Valencia St,37.77166246221617,-122.42242321372034,129.0,Harrison St at 20th St,37.758862,-122.412544,3312,Subscriber,1958,Male,No,2019,2,12,11,morning,Monday,61,9,0
113767,326,2019-02-12 11:05:05.892,2019-02-12 11:10:32.472,286.0,San Carlos St at 11th St,37.3364659,-121.8766132,310.0,San Fernando St at 4th St,37.335885,-121.88566,3802,Subscriber,1947,Female,No,2019,2,12,11,morning,Monday,72,5,0
113784,762,2019-02-12 10:52:31.729,2019-02-12 11:05:13.763,46.0,San Antonio Park,37.79013985185364,-122.24237322807312,7.0,Frank H Ogawa Plaza,37.8045623549303,-122.27173805236816,4677,Subscriber,1956,Female,Yes,2019,2,12,10,morning,Monday,63,12,0
113786,197,2019-02-12 11:01:18.770,2019-02-12 11:04:36.421,167.0,College Ave at Harwood Ave,37.848152,-122.2521599,206.0,College Ave at Bryant Ave,37.8381269,-122.2512714,4784,Subscriber,1957,Female,No,2019,2,12,11,morning,Monday,62,3,0
113828,768,2019-02-12 10:43:08.904,2019-02-12 10:55:57.062,171.0,Rockridge BART Station,37.84427875399067,-122.251900434494,239.0,Bancroft Way at Telegraph Ave,37.8688126,-122.258764,5115,Subscriber,1958,Male,No,2019,2,12,10,morning,Monday,61,12,0
113857,684,2019-02-12 10:39:15.912,2019-02-12 10:50:40.818,26.0,1st St at Folsom St,37.78729,-122.39438,61.0,Howard St at 8th St,37.7765126,-122.4113061,4436,Subscriber,1933,Female,Yes,2019,2,12,10,morning,Monday,86,11,0
113860,508,2019-02-12 10:41:36.473,2019-02-12 10:50:04.610,227.0,Foothill Blvd at Fruitvale Ave,37.7837569,-122.2226033,46.0,San Antonio Park,37.79013985185364,-122.24237322807312,4598,Subscriber,1956,Female,Yes,2019,2,12,10,morning,Monday,63,8,0
113987,738,2019-02-12 10:13:47.253,2019-02-12 10:26:05.749,121.0,Mission Playground,37.7592103,-122.4213392,61.0,Howard St at 8th St,37.7765126,-122.4113061,220,Customer,1958,Male,No,2019,2,12,10,morning,Monday,61,12,0
114182,833,2019-02-12 09:47:38.656,2019-02-12 10:01:32.528,114.0,Rhode Island St at 17th St,37.7644783,-122.4025701,11.0,Davis St at Jackson St,37.79728,-122.398436,5400,Subscriber,1957,Male,No,2019,2,12,9,morning,Monday,62,13,0
114250,313,2019-02-12 09:50:48.826,2019-02-12 09:56:02.373,311.0,Paseo De San Antonio at 2nd St,37.333798,-121.886943,286.0,San Carlos St at 11th St,37.3364659,-121.8766132,3802,Subscriber,1947,Female,No,2019,2,12,9,morning,Monday,72,5,0
114285,713,2019-02-12 09:40:36.493,2019-02-12 09:52:30.379,178.0,Broadway at 30th St,37.8193814,-122.2619284,197.0,El Embarcadero at Grand Ave,37.8088479,-122.2496799,2872,Subscriber,1951,Male,Yes,2019,2,12,9,morning,Monday,68,11,0
114315,1282,2019-02-12 09:28:48.603,2019-02-12 09:50:11.325,97.0,14th St at Mission St,37.7682646,-122.4201102,14.0,Clay St at Battery St,37.795001,-122.39997,1639,Subscriber,1954,Male,No,2019,2,12,9,morning,Monday,65,21,0
114502,504,2019-02-12 09:28:33.096,2019-02-12 09:36:57.825,30.0,San Francisco Caltrain (Townsend St at 4th St),37.776598,-122.395282,25.0,Howard St at 2nd St,37.787521780456245,-122.39740490913393,4648,Subscriber,1953,Male,No,2019,2,12,9,morning,Monday,66,8,0
114528,339,2019-02-12 09:29:42.419,2019-02-12 09:35:22.340,95.0,Sanchez St at 15th St,37.7662185,-122.4310597,223.0,16th St Mission BART Station 2,37.7647652154977,-122.42009103298186,2034,Subscriber,1957,Male,No,2019,2,12,9,morning,Monday,62,5,0
114633,915,2019-02-12 09:13:23.223,2019-02-12 09:28:38.418,30.0,San Francisco Caltrain (Townsend St at 4th St),37.776598,-122.395282,11.0,Davis St at Jackson St,37.79728,-122.398436,2003,Subscriber,1958,Male,No,2019,2,12,9,morning,Monday,61,15,0
114670,341,2019-02-12 09:20:41.721,2019-02-12 09:26:22.738,196.0,Grand Ave at Perkins St,37.80889393398715,-122.25646018981932,182.0,19th Street BART Station,37.8090126,-122.2682473,1493,Subscriber,1954,Male,No,2019,2,12,9,morning,Monday,65,5,0
114707,791,2019-02-12 09:10:42.188,2019-02-12 09:23:53.616,81.0,Berry St at 4th St,37.77588,-122.39317,15.0,San Francisco Ferry Building (Harry Bridges Plaza),37.795392,-122.394203,1334,Subscriber,1958,Female,No,2019,2,12,9,morning,Monday,61,13,0
114712,687,2019-02-12 09:12:19.484,2019-02-12 09:23:46.662,17.0,Embarcadero BART Station (Beale St at Market St),37.792251,-122.397086,66.0,3rd St at Townsend St,37.77874161153677,-122.39274082710836,4625,Subscriber,1954,Male,No,2019,2,12,9,morning,Monday,65,11,0
114755,2429,2019-02-12 08:41:10.798,2019-02-12 09:21:40.460,178.0,Broadway at 30th St,37.8193814,-122.2619284,18.0,Telegraph Ave at Alcatraz Ave,37.85022187449679,-122.26017236709596,2878,Subscriber,1957,Male,Yes,2019,2,12,8,morning,Monday,62,40,0
114762,543,2019-02-12 09:12:25.266,2019-02-12 09:21:28.581,30.0,San Francisco Caltrain (Townsend St at 4th St),37.776598,-122.395282,26.0,1st St at Folsom St,37.78729,-122.39438,5463,Subscriber,1902,Female,No,2019,2,12,9,morning,Monday,117,9,0
114807,560,2019-02-12 09:10:16.891,2019-02-12 09:19:37.564,67.0,San Francisco Caltrain Station 2  (Townsend St at 4th St),37.7766392,-122.3955263,363.0,Salesforce Transit Center (Natoma St at 2nd St),37.78749210438603,-122.3982846736908,2576,Subscriber,1956,Male,No,2019,2,12,9,morning,Monday,63,9,0
115047,734,2019-02-12 08:54:50.140,2019-02-12 09:07:04.475,351.0,10th St at University Ave,37.86906047545393,-122.29339957237242,153.0,59th St at Horton St,37.8409452,-122.2913604,4483,Customer,1959,Male,No,2019,2,12,8,morning,Monday,60,12,0
115129,703,2019-02-12 08:51:12.424,2019-02-12 09:02:55.525,364.0,China Basin St at 3rd St,37.7719996,-122.3899698,19.0,Post St at Kearny St,37.788975,-122.403452,2093,Subscriber,1958,Male,No,2019,2,12,8,morning,Monday,61,11,0
115169,506,2019-02-12 08:52:48.461,2019-02-12 09:01:14.666,308.0,San Pedro Square,37.336802,-121.8940901,303.0,San Pedro St at Hedding St,37.352601,-121.905733,3843,Subscriber,1958,Male,No,2019,2,12,8,morning,Monday,61,8,0
115180,336,2019-02-12 08:55:06.316,2019-02-12 09:00:42.345,268.0,Ellsworth St at Russell St,37.85749021457153,-122.26157784461977,249.0,Russell St at College Ave,37.8584732,-122.2532529,1996,Subscriber,1958,Male,No,2019,2,12,8,morning,Monday,61,5,0
115189,708,2019-02-12 08:48:29.853,2019-02-12 09:00:18.452,59.0,S Van Ness Ave at Market St,37.774814,-122.418954,17.0,Embarcadero BART Station (Beale St at Market St),37.792251,-122.397086,4941,Subscriber,1959,Male,No,2019,2,12,8,morning,Monday,60,11,0
115224,509,2019-02-12 08:50:01.273,2019-02-12 08:58:30.760,196.0,Grand Ave at Perkins St,37.80889393398715,-122.25646018981932,178.0,Broadway at 30th St,37.8193814,-122.2619284,2872,Subscriber,1951,Male,Yes,2019,2,12,8,morning,Monday,68,8,0
115355,714,2019-02-12 08:40:43.616,2019-02-12 08:52:37.756,84.0,Duboce Park,37.7692005,-122.4338119,33.0,Golden Gate Ave at Hyde St,37.7816495,-122.4154077,3263,Subscriber,1957,Male,No,2019,2,12,8,morning,Monday,62,11,0
115407,189,2019-02-12 08:47:20.557,2019-02-12 08:50:29.580,160.0,West Oakland BART Station,37.8053183,-122.2948365,230.0,14th St at Mandela Pkwy,37.8107432,-122.2914153,4562,Subscriber,1955,Female,No,2019,2,12,8,morning,Monday,64,3,0
115637,1034,2019-02-12 08:23:30.357,2019-02-12 08:40:44.747,375.0,Grove St at Masonic Ave,37.77483629413345,-122.44654566049576,36.0,Folsom St at 3rd St,37.78383,-122.39887,6175,Subscriber,1900,Male,No,2019,2,12,8,morning,Monday,119,17,0
115733,434,2019-02-12 08:28:10.677,2019-02-12 08:35:25.133,22.0,Howard St at Beale St,37.789756,-122.394643,8.0,The Embarcadero at Vallejo St,37.799953,-122.398525,1370,Subscriber,1958,Male,No,2019,2,12,8,morning,Monday,61,7,0
115736,242,2019-02-12 08:31:19.979,2019-02-12 08:35:22.423,245.0,Downtown Berkeley BART,37.870139,-122.268422,256.0,Hearst Ave at Euclid Ave,37.87511169286445,-122.26055324077606,4539,Subscriber,1953,Male,No,2019,2,12,8,morning,Monday,66,4,0
115741,180,2019-02-12 08:32:06.372,2019-02-12 08:35:06.459,44.0,Civic Center/UN Plaza BART Station (Market St at McAllister St),37.7810737,-122.4117382,3.0,Powell St BART Station (Market St at 4th St),37.78637526861584,-122.40490436553954,5164,Subscriber,1957,Male,No,2019,2,12,8,morning,Monday,62,3,0
115863,1922,2019-02-12 07:56:58.670,2019-02-12 08:29:01.309,67.0,San Francisco Caltrain Station 2  (Townsend St at 4th St),37.7766392,-122.3955263,11.0,Davis St at Jackson St,37.79728,-122.398436,5404,Subscriber,1952,Male,No,2019,2,12,7,morning,Monday,67,32,0
115952,409,2019-02-12 08:17:07.451,2019-02-12 08:23:56.853,24.0,Spear St at Folsom St,37.7896767,-122.3904285,20.0,Mechanics Monument Plaza (Market St at Bush St),37.7913,-122.399051,2317,Subscriber,1958,Male,No,2019,2,12,8,morning,Monday,61,6,0
116026,1086,2019-02-12 08:02:00.704,2019-02-12 08:20:06.958,138.0,Jersey St at Church St,37.7509004,-122.4274114,41.0,Golden Gate Ave at Polk St,37.78127,-122.41874,5549,Subscriber,1959,Female,No,2019,2,12,8,morning,Monday,60,18,0
116039,661,2019-02-12 08:08:21.298,2019-02-12 08:19:22.482,16.0,Steuart St at Market St,37.79413,-122.39443,93.0,4th St at Mission Bay Blvd S,37.7704074,-122.3911984,5114,Subscriber,1956,Male,No,2019,2,12,8,morning,Monday,63,11,0
116047,1201,2019-02-12 07:58:51.331,2019-02-12 08:18:53.235,67.0,San Francisco Caltrain Station 2  (Townsend St at 4th St),37.7766392,-122.3955263,6.0,The Embarcadero at Sansome St,37.80477,-122.403234,1012,Customer,1958,Male,No,2019,2,12,7,morning,Monday,61,20,0
116097,600,2019-02-12 08:06:27.056,2019-02-12 08:16:27.148,50.0,2nd St at Townsend St,37.780526,-122.390288,15.0,San Francisco Ferry Building (Harry Bridges Plaza),37.795392,-122.394203,300,Subscriber,1958,Male,No,2019,2,12,8,morning,Monday,61,10,0
116227,179,2019-02-12 08:05:39.999,2019-02-12 08:08:39.356,50.0,2nd St at Townsend St,37.780526,-122.390288,343.0,Bryant St at 2nd St,37.783171989315306,-122.39357203245164,3377,Subscriber,1953,Male,No,2019,2,12,8,morning,Monday,66,2,0
116242,748,2019-02-12 07:55:16.826,2019-02-12 08:07:45.728,30.0,San Francisco Caltrain (Townsend St at 4th St),37.776598,-122.395282,14.0,Clay St at Battery St,37.795001,-122.39997,4963,Subscriber,1958,Male,No,2019,2,12,7,morning,Monday,61,12,0
116267,245,2019-02-12 08:02:44.456,2019-02-12 08:06:49.729,140.0,Cesar Chavez St at Dolores St,37.7478584,-122.4249863,134.0,Valencia St at 24th St,37.7524278,-122.4206278,4734,Subscriber,1959,Female,No,2019,2,12,8,morning,Monday,60,4,0
116549,685,2019-02-12 07:37:02.444,2019-02-12 07:48:27.912,19.0,Post St at Kearny St,37.788975,-122.403452,88.0,11th St at Bryant St,37.7700298,-122.4117258,5070,Subscriber,1956,Female,Yes,2019,2,12,7,morning,Monday,63,11,0
116592,284,2019-02-12 07:39:42.253,2019-02-12 07:44:26.374,16.0,Steuart St at Market St,37.79413,-122.39443,28.0,The Embarcadero at Bryant St,37.78716801474664,-122.38809792330358,3343,Subscriber,1956,Male,No,2019,2,12,7,morning,Monday,63,4,0
116594,760,2019-02-12 07:31:28.861,2019-02-12 07:44:09.315,368.0,Myrtle St at Polk St,37.78543382786823,-122.41962164640428,9.0,Broadway at Battery St,37.79857210846256,-122.40086898207666,4953,Customer,1959,Male,No,2019,2,12,7,morning,Monday,60,12,0
116684,587,2019-02-12 07:25:26.148,2019-02-12 07:35:13.465,129.0,Harrison St at 20th St,37.758862,-122.412544,76.0,McCoppin St at Valencia St,37.77166246221617,-122.42242321372034,277,Subscriber,1958,Male,No,2019,2,12,7,morning,Monday,61,9,0
116865,631,2019-02-12 06:59:38.662,2019-02-12 07:10:10.284,22.0,Howard St at Beale St,37.789756,-122.394643,6.0,The Embarcadero at Sansome St,37.80477,-122.403234,1863,Subscriber,1954,Male,No,2019,2,12,6,morning,Monday,65,10,0
116954,288,2019-02-12 06:49:12.322,2019-02-12 06:54:00.939,91.0,Berry St at King St,37.771762110313176,-122.39843755960464,93.0,4th St at Mission Bay Blvd S,37.7704074,-122.3911984,5224,Customer,1955,Male,No,2019,2,12,6,morning,Monday,64,4,0
117031,723,2019-02-12 06:24:51.040,2019-02-12 06:36:54.167,67.0,San Francisco Caltrain Station 2  (Townsend St at 4th St),37.7766392,-122.3955263,67.0,San Francisco Caltrain Station 2  (Townsend St at 4th St),37.7766392,-122.3955263,6214,Subscriber,1950,Male,No,2019,2,12,6,morning,Monday,69,12,0
117076,426,2019-02-12 06:08:44.910,2019-02-12 06:15:51.564,197.0,El Embarcadero at Grand Ave,37.8088479,-122.2496799,163.0,Lake Merritt BART Station,37.7973195,-122.2653199,4873,Subscriber,1959,Male,No,2019,2,12,6,morning,Monday,60,7,0
117079,1082,2019-02-12 05:54:14.848,2019-02-12 06:12:17.573,126.0,Esprit Park,37.7616343,-122.3906477,16.0,Steuart St at Market St,37.79413,-122.39443,2321,Subscriber,1952,Male,No,2019,2,12,5,morning,Monday,67,18,0
117110,167,2019-02-12 05:51:14.563,2019-02-12 05:54:02.481,223.0,16th St Mission BART Station 2,37.7647652154977,-122.42009103298186,99.0,Folsom St at 15th St,37.7670373,-122.4154425,2497,Subscriber,1948,Male,No,2019,2,12,5,morning,Monday,71,2,0
117114,237,2019-02-12 05:47:29.082,2019-02-12 05:51:26.590,70.0,Central Ave at Fell St,37.77331087889723,-122.44429260492323,73.0,Pierce St at Haight St,37.7717933,-122.4337079,4902,Subscriber,1959,Male,No,2019,2,12,5,morning,Monday,60,3,0
117133,344,2019-02-12 05:28:24.091,2019-02-12 05:34:08.124,11.0,Davis St at Jackson St,37.79728,-122.398436,6.0,The Embarcadero at Sansome St,37.80477,-122.403234,567,Subscriber,1956,Male,No,2019,2,12,5,morning,Monday,63,5,0
117147,421,2019-02-12 04:43:06.896,2019-02-12 04:50:08.037,131.0,22nd St at Dolores St,37.75500026037814,-122.42572769522668,129.0,Harrison St at 20th St,37.758862,-122.412544,277,Subscriber,1958,Male,No,2019,2,12,4,night,Monday,61,7,0
117148,362,2019-02-12 04:41:51.636,2019-02-12 04:47:53.712,17.0,Embarcadero BART Station (Beale St at Market St),37.792251,-122.397086,9.0,Broadway at Battery St,37.79857210846256,-122.40086898207666,317,Subscriber,1956,Male,No,2019,2,12,4,night,Monday,63,6,0
117150,143,2019-02-12 04:42:04.759,2019-02-12 04:44:27.969,64.0,5th St at Brannan St,37.7767539,-122.3990176,30.0,San Francisco Caltrain (Townsend St at 4th St),37.776598,-122.395282,4575,Subscriber,1950,Male,No,2019,2,12,4,night,Monday,69,2,0
117155,339,2019-02-12 03:51:47.786,2019-02-12 03:57:27.603,178.0,Broadway at 30th St,37.8193814,-122.2619284,182.0,19th Street BART Station,37.8090126,-122.2682473,2420,Subscriber,1956,Male,No,2019,2,12,3,night,Monday,63,5,0
117159,522,2019-02-12 03:20:38.860,2019-02-12 03:29:20.909,44.0,Civic Center/UN Plaza BART Station (Market St at McAllister St),37.7810737,-122.4117382,90.0,Townsend St at 7th St,37.771058,-122.402717,2230,Subscriber,1946,Male,No,2019,2,12,3,night,Monday,73,8,0
117209,2104,2019-02-11 23:47:22.832,2019-02-12 00:22:27.524,81.0,Berry St at 4th St,37.77588,-122.39317,4.0,Cyril Magnin St at Ellis St,37.78588062694133,-122.4089150084319,2762,Subscriber,1959,Male,No,2019,2,11,23,night,Sunday,60,35,0
117278,350,2019-02-11 23:05:30.395,2019-02-11 23:11:21.232,98.0,Valencia St at 16th St,37.765052,-122.4218661,86.0,Market St at Dolores St,37.7693053,-122.4268256,5529,Subscriber,1957,Male,No,2019,2,11,23,night,Sunday,62,5,0
117366,175,2019-02-11 22:18:26.000,2019-02-11 22:21:21.597,85.0,Church St at Duboce Ave,37.7700831,-122.4291557,72.0,Page St at Scott St,37.772406,-122.4356498,5530,Subscriber,1959,Male,No,2019,2,11,22,night,Sunday,60,2,0
117385,647,2019-02-11 22:05:35.053,2019-02-11 22:16:22.190,77.0,11th St at Natoma St,37.7735069,-122.4160402,79.0,7th St at Brannan St,37.7734919,-122.4036725,1672,Subscriber,1943,Male,Yes,2019,2,11,22,night,Sunday,76,10,0
117410,184,2019-02-11 22:01:31.899,2019-02-11 22:04:36.230,76.0,McCoppin St at Valencia St,37.77166246221617,-122.42242321372034,86.0,Market St at Dolores St,37.7693053,-122.4268256,4557,Subscriber,1959,Male,No,2019,2,11,22,night,Sunday,60,3,0
117455,460,2019-02-11 21:44:02.534,2019-02-11 21:51:43.068,29.0,O'Farrell St at Divisadero St,37.7824046019341,-122.43944585323337,74.0,Laguna St at Hayes St,37.776434819204745,-122.42624402046204,4738,Subscriber,1959,Male,Yes,2019,2,11,21,night,Sunday,60,7,0
117561,371,2019-02-11 21:12:08.567,2019-02-11 21:18:19.633,88.0,11th St at Bryant St,37.7700298,-122.4117258,58.0,Market St at 10th St,37.776619,-122.417385,1502,Subscriber,1959,Male,Yes,2019,2,11,21,night,Sunday,60,6,0
117572,169,2019-02-11 21:13:13.016,2019-02-11 21:16:02.123,71.0,Broderick St at Oak St,37.7730627,-122.4390777,70.0,Central Ave at Fell St,37.77331087889723,-122.44429260492323,5021,Subscriber,1959,Male,No,2019,2,11,21,night,Sunday,60,2,0
117600,279,2019-02-11 21:02:35.709,2019-02-11 21:07:15.498,98.0,Valencia St at 16th St,37.765052,-122.4218661,76.0,McCoppin St at Valencia St,37.77166246221617,-122.42242321372034,5404,Subscriber,1945,Male,Yes,2019,2,11,21,night,Sunday,74,4,0
117753,406,2019-02-11 20:26:08.300,2019-02-11 20:32:54.805,112.0,Harrison St at 17th St,37.7638471,-122.4130036,114.0,Rhode Island St at 17th St,37.7644783,-122.4025701,1154,Subscriber,1957,Male,No,2019,2,11,20,evening,Sunday,62,6,0
117788,605,2019-02-11 20:15:24.362,2019-02-11 20:25:30.125,6.0,The Embarcadero at Sansome St,37.80477,-122.403234,22.0,Howard St at Beale St,37.789756,-122.394643,1863,Subscriber,1954,Male,No,2019,2,11,20,evening,Sunday,65,10,0
117925,461,2019-02-11 19:51:45.733,2019-02-11 19:59:27.040,119.0,18th St at Noe St,37.7610471,-122.4326417,96.0,Dolores St at 15th St,37.7662102,-122.4266136,5132,Customer,1957,Female,No,2019,2,11,19,evening,Sunday,62,7,0
117970,510,2019-02-11 19:43:50.115,2019-02-11 19:52:20.572,114.0,Rhode Island St at 17th St,37.7644783,-122.4025701,109.0,17th St at Valencia St,37.7633158,-122.4219039,2473,Subscriber,1957,Male,No,2019,2,11,19,evening,Sunday,62,8,0
118271,484,2019-02-11 19:08:57.954,2019-02-11 19:17:02.527,67.0,San Francisco Caltrain Station 2  (Townsend St at 4th St),37.7766392,-122.3955263,26.0,1st St at Folsom St,37.78729,-122.39438,5223,Subscriber,1948,Male,No,2019,2,11,19,evening,Sunday,71,8,0
