,duration_sec,start_time,end_time,start_station_id,start_station_name,start_station_latitude,start_station_longitude,end_station_id,end_station_name,end_station_latitude,end_station_longitude,bike_id,user_type,member_birth_year,member_gender,bike_share_for_all_trip,year,month,days,boarding_hour,period_of_day,day_of_week,age,travelTime_minutes,travelTime_hours
19724,1037,2019-02-26 15:56:04.991,2019-02-26 16:13:22.566,368.0,Myrtle St at Polk St,37.78543382786823,-122.41962164640428,30.0,San Francisco Caltrain (Townsend St at 4th St),37.776598,-122.395282,6266,Subscriber,1953,Male,No,2019,2,26,15,afternoon,Monday,66,17,0
19730,506,2019-02-26 16:04:15.079,2019-02-26 16:12:41.505,3.0,Powell St BART Station (Market St at 4th St),37.78637526861584,-122.40490436553954,11.0,Davis St at Jackson St,37.79728,-122.398436,319,Subscriber,1958,Male,No,2019,2,26,16,afternoon,Monday,61,8,0
19765,159,2019-02-26 16:03:56.407,2019-02-26 16:06:36.129,360.0,Newhall St at 3rd St,37.73857187126725,-122.3896177858114,361.0,Mendell St at Fairfax Ave,37.739853017984125,-122.38565549254416,5188,Subscriber,1957,Male,Yes,2019,2,26,16,afternoon,Monday,62,2,0
19772,197,2019-02-26 16:01:40.927,2019-02-26 16:04:58.495,238.0,MLK Jr Way at University Ave,37.8717192,-122.2730677,250.0,North Berkeley BART Station,37.873558,-122.283093,4708,Subscriber,1957,Male,No,2019,2,26,16,afternoon,Monday,62,3,0
19837,734,2019-02-26 15:32:15.579,2019-02-26 15:44:29.589,249.0,Russell St at College Ave,37.8584732,-122.2532529,271.0,San Pablo Park,37.85578332030199,-122.28312671184538,5776,Customer,1957,Female,No,2019,2,26,15,afternoon,Monday,62,12,0
19838,729,2019-02-26 15:32:14.351,2019-02-26 15:44:23.518,249.0,Russell St at College Ave,37.8584732,-122.2532529,271.0,San Pablo Park,37.85578332030199,-122.28312671184538,6350,Customer,1957,Female,No,2019,2,26,15,afternoon,Monday,62,12,0
19882,1281,2019-02-26 15:04:10.583,2019-02-26 15:25:32.360,212.0,Mosswood Park,37.82489252995112,-122.26043654610294,249.0,Russell St at College Ave,37.8584732,-122.2532529,6350,Customer,1957,Female,No,2019,2,26,15,afternoon,Monday,62,21,0
19884,1291,2019-02-26 15:03:56.038,2019-02-26 15:25:27.766,212.0,Mosswood Park,37.82489252995112,-122.26043654610294,249.0,Russell St at College Ave,37.8584732,-122.2532529,5776,Customer,1957,Female,No,2019,2,26,15,afternoon,Monday,62,21,0
19886,1618,2019-02-26 14:57:59.606,2019-02-26 15:24:58.256,298.0,Oak St at 1st St,37.322124625448566,-121.88109040260316,299.0,Bestor Art Park,37.3236779,-121.8741186,1779,Subscriber,1957,Male,Yes,2019,2,26,14,afternoon,Monday,62,26,0
19945,255,2019-02-26 14:57:08.301,2019-02-26 15:01:23.709,99.0,Folsom St at 15th St,37.7670373,-122.4154425,223.0,16th St Mission BART Station 2,37.7647652154977,-122.42009103298186,6254,Subscriber,1948,Male,No,2019,2,26,14,afternoon,Monday,71,4,0
19954,1425,2019-02-26 14:33:48.108,2019-02-26 14:57:34.078,339.0,Jackson St at 11th St,37.80000163118878,-122.26643800735472,212.0,Mosswood Park,37.82489252995112,-122.26043654610294,5437,Customer,1957,Female,No,2019,2,26,14,afternoon,Monday,62,23,0
19957,1409,2019-02-26 14:33:39.906,2019-02-26 14:57:09.628,339.0,Jackson St at 11th St,37.80000163118878,-122.26643800735472,212.0,Mosswood Park,37.82489252995112,-122.26043654610294,4642,Customer,1957,Female,No,2019,2,26,14,afternoon,Monday,62,23,0
19962,2100,2019-02-26 14:19:44.154,2019-02-26 14:54:45.041,3.0,Powell St BART Station (Market St at 4th St),37.78637526861584,-122.40490436553954,371.0,Lombard St at Columbus Ave,37.80274615250053,-122.41357862949371,5808,Customer,1958,Male,No,2019,2,26,14,afternoon,Monday,61,35,0
19978,411,2019-02-26 14:42:48.213,2019-02-26 14:49:39.879,119.0,18th St at Noe St,37.7610471,-122.4326417,97.0,14th St at Mission St,37.7682646,-122.4201102,2271,Subscriber,1958,Male,No,2019,2,26,14,afternoon,Monday,61,6,0
19995,2027,2019-02-26 14:11:08.342,2019-02-26 14:44:56.011,323.0,Broadway at Kearny,37.79801364395978,-122.40595042705534,93.0,4th St at Mission Bay Blvd S,37.7704074,-122.3911984,5335,Subscriber,1959,Male,No,2019,2,26,14,afternoon,Monday,60,33,0
19999,887,2019-02-26 14:27:56.296,2019-02-26 14:42:43.953,15.0,San Francisco Ferry Building (Harry Bridges Plaza),37.795392,-122.394203,49.0,S Park St at 3rd St,37.7807601,-122.3949894,3434,Subscriber,1949,Male,No,2019,2,26,14,afternoon,Monday,70,14,0
20003,1090,2019-02-26 14:24:25.291,2019-02-26 14:42:35.306,170.0,Telegraph Ave at 58th St,37.8444927,-122.261351,182.0,19th Street BART Station,37.8090126,-122.2682473,5782,Subscriber,1957,Male,Yes,2019,2,26,14,afternoon,Monday,62,18,0
20024,970,2019-02-26 14:20:57.232,2019-02-26 14:37:08.053,93.0,4th St at Mission Bay Blvd S,37.7704074,-122.3911984,73.0,Pierce St at Haight St,37.7717933,-122.4337079,5059,Subscriber,1951,Male,No,2019,2,26,14,afternoon,Monday,68,16,0
20069,124,2019-02-26 14:19:04.234,2019-02-26 14:21:08.796,126.0,Esprit Park,37.7616343,-122.3906477,104.0,4th St at 16th St,37.76704457969368,-122.39083349704742,5400,Subscriber,1956,Male,No,2019,2,26,14,afternoon,Monday,63,2,0
20085,1725,2019-02-26 13:49:26.644,2019-02-26 14:18:12.390,29.0,O'Farrell St at Divisadero St,37.7824046019341,-122.43944585323337,29.0,O'Farrell St at Divisadero St,37.7824046019341,-122.43944585323337,5221,Subscriber,1957,Male,No,2019,2,26,13,afternoon,Monday,62,28,0
20133,490,2019-02-26 13:58:21.800,2019-02-26 14:06:32.167,274.0,Oregon St at Adeline St,37.8575672,-122.2675583,246.0,Berkeley Civic Center,37.8690599,-122.270556,1752,Subscriber,1957,Male,No,2019,2,26,13,afternoon,Monday,62,8,0
20169,395,2019-02-26 13:51:55.396,2019-02-26 13:58:31.272,182.0,19th Street BART Station,37.8090126,-122.2682473,178.0,Broadway at 30th St,37.8193814,-122.2619284,4477,Subscriber,1956,Male,No,2019,2,26,13,afternoon,Monday,63,6,0
20192,288,2019-02-26 13:50:03.557,2019-02-26 13:54:51.886,67.0,San Francisco Caltrain Station 2  (Townsend St at 4th St),37.7766392,-122.3955263,80.0,Townsend St at 5th St,37.77523486860597,-122.39743709564208,4928,Subscriber,1950,Male,No,2019,2,26,13,afternoon,Monday,69,4,0
20204,854,2019-02-26 13:38:05.615,2019-02-26 13:52:19.929,114.0,Rhode Island St at 17th St,37.7644783,-122.4025701,11.0,Davis St at Jackson St,37.79728,-122.398436,4877,Subscriber,1957,Male,No,2019,2,26,13,afternoon,Monday,62,14,0
20267,349,2019-02-26 13:28:06.222,2019-02-26 13:33:55.680,323.0,Broadway at Kearny,37.79801364395978,-122.40595042705534,3.0,Powell St BART Station (Market St at 4th St),37.78637526861584,-122.40490436553954,6122,Subscriber,1947,Male,Yes,2019,2,26,13,afternoon,Monday,72,5,0
20277,347,2019-02-26 13:24:57.951,2019-02-26 13:30:45.422,267.0,Derby St at College Ave,37.8618037,-122.2535687,274.0,Oregon St at Adeline St,37.8575672,-122.2675583,5986,Subscriber,1957,Male,No,2019,2,26,13,afternoon,Monday,62,5,0
20282,1283,2019-02-26 13:08:46.351,2019-02-26 13:30:09.823,16.0,Steuart St at Market St,37.79413,-122.39443,116.0,Mississippi St at 17th St,37.7648022,-122.3947713,1620,Subscriber,1952,Male,No,2019,2,26,13,afternoon,Monday,67,21,0
20317,506,2019-02-26 13:12:26.427,2019-02-26 13:20:52.850,97.0,14th St at Mission St,37.7682646,-122.4201102,129.0,Harrison St at 20th St,37.758862,-122.412544,2084,Subscriber,1958,Male,No,2019,2,26,13,afternoon,Monday,61,8,0
20328,1273,2019-02-26 12:56:27.034,2019-02-26 13:17:40.471,289.0,5th St at Taylor St,37.3510173,-121.8959209,289.0,5th St at Taylor St,37.3510173,-121.8959209,6619,Subscriber,1957,Male,Yes,2019,2,26,12,afternoon,Monday,62,21,0
20351,1213,2019-02-26 12:45:51.434,2019-02-26 13:06:05.091,148.0,Horton St at 40th St,37.8297046,-122.2876102,182.0,19th Street BART Station,37.8090126,-122.2682473,4477,Customer,1957,Female,No,2019,2,26,12,afternoon,Monday,62,20,0
20352,1212,2019-02-26 12:45:51.694,2019-02-26 13:06:04.261,148.0,Horton St at 40th St,37.8297046,-122.2876102,182.0,19th Street BART Station,37.8090126,-122.2682473,5198,Customer,1957,Female,No,2019,2,26,12,afternoon,Monday,62,20,0
20353,217,2019-02-26 13:02:24.754,2019-02-26 13:06:02.589,21.0,Montgomery St BART Station (Market St at 2nd St),37.7896254,-122.400811,15.0,San Francisco Ferry Building (Harry Bridges Plaza),37.795392,-122.394203,3447,Subscriber,1953,Male,No,2019,2,26,13,afternoon,Monday,66,3,0
20401,520,2019-02-26 12:46:07.053,2019-02-26 12:54:47.125,343.0,Bryant St at 2nd St,37.783171989315306,-122.39357203245164,15.0,San Francisco Ferry Building (Harry Bridges Plaza),37.795392,-122.394203,3434,Subscriber,1949,Male,No,2019,2,26,12,afternoon,Monday,70,8,0
20409,179,2019-02-26 12:48:40.137,2019-02-26 12:51:39.611,114.0,Rhode Island St at 17th St,37.7644783,-122.4025701,101.0,15th St at Potrero Ave,37.76707850458367,-122.40735858678818,6542,Subscriber,1951,Male,No,2019,2,26,12,afternoon,Monday,68,2,0
20413,528,2019-02-26 12:42:32.923,2019-02-26 12:51:21.324,98.0,Valencia St at 16th St,37.765052,-122.4218661,42.0,San Francisco City Hall (Polk St at Grove St),37.77865,-122.41823,6119,Subscriber,1959,Male,No,2019,2,26,12,afternoon,Monday,60,8,0
20450,308,2019-02-26 12:38:42.364,2019-02-26 12:43:50.778,100.0,Bryant St at 15th St,37.7671004,-122.410662,114.0,Rhode Island St at 17th St,37.7644783,-122.4025701,6542,Subscriber,1951,Male,No,2019,2,26,12,afternoon,Monday,68,5,0
20477,197,2019-02-26 12:29:36.392,2019-02-26 12:32:53.617,101.0,15th St at Potrero Ave,37.76707850458367,-122.40735858678818,100.0,Bryant St at 15th St,37.7671004,-122.410662,6542,Subscriber,1951,Male,No,2019,2,26,12,afternoon,Monday,68,3,0
20566,1015,2019-02-26 11:48:56.808,2019-02-26 12:05:52.144,241.0,Ashby BART Station,37.8524766,-122.2702132,148.0,Horton St at 40th St,37.8297046,-122.2876102,5198,Customer,1957,Female,No,2019,2,26,11,morning,Monday,62,16,0
20575,1852,2019-02-26 11:31:46.538,2019-02-26 12:02:39.432,174.0,Shattuck Ave at 51st St,37.8368013,-122.2640037,18.0,Telegraph Ave at Alcatraz Ave,37.85022187449679,-122.26017236709596,4504,Subscriber,1957,Male,Yes,2019,2,26,11,morning,Monday,62,30,0
20615,305,2019-02-26 11:44:41.407,2019-02-26 11:49:46.806,306.0,Saint James Park,37.339301,-121.889937,280.0,San Fernando St at 7th St,37.3371223728942,-121.88321471214294,267,Subscriber,1959,Male,No,2019,2,26,11,morning,Monday,60,5,0
20665,2274,2019-02-26 10:51:20.039,2019-02-26 11:29:14.411,18.0,Telegraph Ave at Alcatraz Ave,37.85022187449679,-122.26017236709596,174.0,Shattuck Ave at 51st St,37.8368013,-122.2640037,6196,Subscriber,1957,Male,Yes,2019,2,26,10,morning,Monday,62,37,0
20697,600,2019-02-26 11:10:01.738,2019-02-26 11:20:02.627,197.0,El Embarcadero at Grand Ave,37.8088479,-122.2496799,195.0,Bay Pl at Vernon St,37.81231409135146,-122.26077854633331,4900,Subscriber,1959,Male,No,2019,2,26,11,morning,Monday,60,10,0
20709,1930,2019-02-26 10:42:34.377,2019-02-26 11:14:44.644,357.0,2nd St at Julian St,37.34113203547954,-121.8928438425064,289.0,5th St at Taylor St,37.3510173,-121.8959209,1055,Subscriber,1957,Male,Yes,2019,2,26,10,morning,Monday,62,32,0
20724,1236,2019-02-26 10:49:42.768,2019-02-26 11:10:18.771,3.0,Powell St BART Station (Market St at 4th St),37.78637526861584,-122.40490436553954,345.0,Hubbell St at 16th St,37.766482696439496,-122.39827930927277,4634,Subscriber,1949,Male,No,2019,2,26,10,morning,Monday,70,20,0
20743,380,2019-02-26 10:57:07.767,2019-02-26 11:03:28.196,26.0,1st St at Folsom St,37.78729,-122.39438,61.0,Howard St at 8th St,37.7765126,-122.4113061,5387,Subscriber,1933,Female,Yes,2019,2,26,10,morning,Monday,86,6,0
20759,1227,2019-02-26 10:37:25.872,2019-02-26 10:57:53.351,233.0,4th Ave at E 12th St (Temporary Location),37.795913,-122.255547,186.0,Lakeside Dr at 14th St,37.8013189,-122.2626418,4685,Subscriber,1954,Male,Yes,2019,2,26,10,morning,Monday,65,20,0
20877,207,2019-02-26 10:17:30.125,2019-02-26 10:20:57.735,155.0,Emeryville Public Market,37.84052116694969,-122.29352831840517,157.0,65th St at Hollis St,37.8467842,-122.2913761,6248,Subscriber,1959,Male,No,2019,2,26,10,morning,Monday,60,3,0
20938,613,2019-02-26 09:57:25.556,2019-02-26 10:07:38.572,9.0,Broadway at Battery St,37.79857210846256,-122.40086898207666,21.0,Montgomery St BART Station (Market St at 2nd St),37.7896254,-122.400811,1606,Subscriber,1954,Male,No,2019,2,26,9,morning,Monday,65,10,0
20950,513,2019-02-26 09:56:53.527,2019-02-26 10:05:26.735,86.0,Market St at Dolores St,37.7693053,-122.4268256,223.0,16th St Mission BART Station 2,37.7647652154977,-122.42009103298186,6224,Subscriber,1957,Male,No,2019,2,26,9,morning,Monday,62,8,0
20987,449,2019-02-26 09:53:17.721,2019-02-26 10:00:47.161,97.0,14th St at Mission St,37.7682646,-122.4201102,129.0,Harrison St at 20th St,37.758862,-122.412544,1877,Subscriber,1958,Male,No,2019,2,26,9,morning,Monday,61,7,0
20990,694,2019-02-26 09:48:38.222,2019-02-26 10:00:12.734,76.0,McCoppin St at Valencia St,37.77166246221617,-122.42242321372034,127.0,Valencia St at 21st St,37.7567083,-122.421025,6436,Subscriber,1945,Male,Yes,2019,2,26,9,morning,Monday,74,11,0
20998,408,2019-02-26 09:52:25.813,2019-02-26 09:59:13.940,210.0,45th St at Manila,37.8332935222321,-122.25622415542604,176.0,MacArthur BART Station,37.82840997305853,-122.26631462574004,3357,Subscriber,1951,Male,No,2019,2,26,9,morning,Monday,68,6,0
21062,560,2019-02-26 09:42:51.053,2019-02-26 09:52:11.631,26.0,1st St at Folsom St,37.78729,-122.39438,30.0,San Francisco Caltrain (Townsend St at 4th St),37.776598,-122.395282,6140,Subscriber,1948,Male,No,2019,2,26,9,morning,Monday,71,9,0
21069,613,2019-02-26 09:40:43.295,2019-02-26 09:50:56.609,170.0,Telegraph Ave at 58th St,37.8444927,-122.261351,150.0,Adeline St at 40th St,37.8312769,-122.2782669,4479,Subscriber,1956,Female,No,2019,2,26,9,morning,Monday,63,10,0
21313,814,2019-02-26 09:14:41.294,2019-02-26 09:28:15.619,30.0,San Francisco Caltrain (Townsend St at 4th St),37.776598,-122.395282,9.0,Broadway at Battery St,37.79857210846256,-122.40086898207666,2330,Subscriber,1958,Male,No,2019,2,26,9,morning,Monday,61,13,0
21314,518,2019-02-26 09:19:32.977,2019-02-26 09:28:11.877,311.0,Paseo De San Antonio at 2nd St,37.333798,-121.886943,286.0,San Carlos St at 11th St,37.3364659,-121.8766132,5904,Subscriber,1947,Female,No,2019,2,26,9,morning,Monday,72,8,0
21320,509,2019-02-26 09:19:29.672,2019-02-26 09:27:59.305,61.0,Howard St at 8th St,37.7765126,-122.4113061,61.0,Howard St at 8th St,37.7765126,-122.4113061,6126,Subscriber,1957,Male,No,2019,2,26,9,morning,Monday,62,8,0
21330,751,2019-02-26 09:14:38.576,2019-02-26 09:27:10.505,81.0,Berry St at 4th St,37.77588,-122.39317,14.0,Clay St at Battery St,37.795001,-122.39997,4984,Subscriber,1953,Male,No,2019,2,26,9,morning,Monday,66,12,0
21351,482,2019-02-26 09:17:46.440,2019-02-26 09:25:48.519,66.0,3rd St at Townsend St,37.77874161153677,-122.39274082710836,15.0,San Francisco Ferry Building (Harry Bridges Plaza),37.795392,-122.394203,5870,Subscriber,1959,Other,No,2019,2,26,9,morning,Monday,60,8,0
21360,472,2019-02-26 09:17:35.722,2019-02-26 09:25:28.623,196.0,Grand Ave at Perkins St,37.80889393398715,-122.25646018981932,182.0,19th Street BART Station,37.8090126,-122.2682473,2437,Subscriber,1954,Male,No,2019,2,26,9,morning,Monday,65,7,0
21424,1424,2019-02-26 08:58:02.904,2019-02-26 09:21:47.749,375.0,Grove St at Masonic Ave,37.77483629413345,-122.44654566049576,343.0,Bryant St at 2nd St,37.783171989315306,-122.39357203245164,5344,Subscriber,1900,Male,No,2019,2,26,8,morning,Monday,119,23,0
21506,701,2019-02-26 09:06:11.239,2019-02-26 09:17:52.442,67.0,San Francisco Caltrain Station 2  (Townsend St at 4th St),37.7766392,-122.3955263,9.0,Broadway at Battery St,37.79857210846256,-122.40086898207666,5337,Customer,1900,Male,No,2019,2,26,9,morning,Monday,119,11,0
21538,278,2019-02-26 09:11:13.552,2019-02-26 09:15:51.934,157.0,65th St at Hollis St,37.8467842,-122.2913761,155.0,Emeryville Public Market,37.84052116694969,-122.29352831840517,6248,Subscriber,1959,Male,No,2019,2,26,9,morning,Monday,60,4,0
21647,560,2019-02-26 09:00:32.626,2019-02-26 09:09:52.978,238.0,MLK Jr Way at University Ave,37.8717192,-122.2730677,266.0,Parker St at Fulton St,37.8624644,-122.2647911,4754,Subscriber,1959,Male,No,2019,2,26,9,morning,Monday,60,9,0
21950,182,2019-02-26 08:46:46.373,2019-02-26 08:49:48.427,160.0,West Oakland BART Station,37.8053183,-122.2948365,230.0,14th St at Mandela Pkwy,37.8107432,-122.2914153,5155,Subscriber,1955,Female,No,2019,2,26,8,morning,Monday,64,3,0
21964,708,2019-02-26 08:37:14.557,2019-02-26 08:49:02.906,81.0,Berry St at 4th St,37.77588,-122.39317,15.0,San Francisco Ferry Building (Harry Bridges Plaza),37.795392,-122.394203,3742,Subscriber,1958,Female,No,2019,2,26,8,morning,Monday,61,11,0
22028,198,2019-02-26 08:42:05.329,2019-02-26 08:45:23.598,245.0,Downtown Berkeley BART,37.870139,-122.268422,238.0,MLK Jr Way at University Ave,37.8717192,-122.2730677,5759,Subscriber,1959,Male,No,2019,2,26,8,morning,Monday,60,3,0
22142,637,2019-02-26 08:26:35.836,2019-02-26 08:37:13.406,81.0,Berry St at 4th St,37.77588,-122.39317,20.0,Mechanics Monument Plaza (Market St at Bush St),37.7913,-122.399051,4383,Subscriber,1957,Male,No,2019,2,26,8,morning,Monday,62,10,0
22203,322,2019-02-26 08:27:47.477,2019-02-26 08:33:10.438,15.0,San Francisco Ferry Building (Harry Bridges Plaza),37.795392,-122.394203,21.0,Montgomery St BART Station (Market St at 2nd St),37.7896254,-122.400811,2356,Subscriber,1953,Male,No,2019,2,26,8,morning,Monday,66,5,0
22210,897,2019-02-26 08:17:28.960,2019-02-26 08:32:26.016,30.0,San Francisco Caltrain (Townsend St at 4th St),37.776598,-122.395282,124.0,19th St at Florida St,37.7604469,-122.410807,6563,Subscriber,1959,Male,No,2019,2,26,8,morning,Monday,60,14,0
22257,264,2019-02-26 08:23:14.344,2019-02-26 08:27:38.512,292.0,Empire St at 1st St,37.3448821,-121.8969655,289.0,5th St at Taylor St,37.3510173,-121.8959209,1733,Subscriber,1957,Male,Yes,2019,2,26,8,morning,Monday,62,4,0
22323,832,2019-02-26 08:08:56.815,2019-02-26 08:22:49.060,73.0,Pierce St at Haight St,37.7717933,-122.4337079,93.0,4th St at Mission Bay Blvd S,37.7704074,-122.3911984,4344,Subscriber,1951,Male,No,2019,2,26,8,morning,Monday,68,13,0
22411,1528,2019-02-26 07:48:30.633,2019-02-26 08:13:59.210,230.0,14th St at Mandela Pkwy,37.8107432,-122.2914153,267.0,Derby St at College Ave,37.8618037,-122.2535687,4531,Subscriber,1957,Male,No,2019,2,26,7,morning,Monday,62,25,0
22459,600,2019-02-26 07:55:50.784,2019-02-26 08:05:51.022,30.0,San Francisco Caltrain (Townsend St at 4th St),37.776598,-122.395282,14.0,Clay St at Battery St,37.795001,-122.39997,6282,Subscriber,1959,Male,No,2019,2,26,7,morning,Monday,60,10,0
22480,1062,2019-02-26 07:45:48.506,2019-02-26 08:03:30.543,17.0,Embarcadero BART Station (Beale St at Market St),37.792251,-122.397086,116.0,Mississippi St at 17th St,37.7648022,-122.3947713,6336,Subscriber,1959,Male,No,2019,2,26,7,morning,Monday,60,17,0
22643,1691,2019-02-26 07:05:41.433,2019-02-26 07:33:52.449,289.0,5th St at Taylor St,37.3510173,-121.8959209,311.0,Paseo De San Antonio at 2nd St,37.333798,-121.886943,4026,Subscriber,1957,Male,Yes,2019,2,26,7,morning,Monday,62,28,0
22690,633,2019-02-26 07:09:55.647,2019-02-26 07:20:29.607,67.0,San Francisco Caltrain Station 2  (Townsend St at 4th St),37.7766392,-122.3955263,11.0,Davis St at Jackson St,37.79728,-122.398436,5349,Subscriber,1956,Male,No,2019,2,26,7,morning,Monday,63,10,0
22765,302,2019-02-26 06:54:28.442,2019-02-26 06:59:30.604,210.0,45th St at Manila,37.8332935222321,-122.25622415542604,171.0,Rockridge BART Station,37.84427875399067,-122.251900434494,6454,Subscriber,1957,Male,No,2019,2,26,6,morning,Monday,62,5,0
22766,393,2019-02-26 06:52:24.217,2019-02-26 06:58:57.357,286.0,San Carlos St at 11th St,37.3364659,-121.8766132,311.0,Paseo De San Antonio at 2nd St,37.333798,-121.886943,297,Subscriber,1947,Female,No,2019,2,26,6,morning,Monday,72,6,0
22817,236,2019-02-26 06:36:19.966,2019-02-26 06:40:16.046,15.0,San Francisco Ferry Building (Harry Bridges Plaza),37.795392,-122.394203,20.0,Mechanics Monument Plaza (Market St at Bush St),37.7913,-122.399051,1057,Subscriber,1947,Male,No,2019,2,26,6,morning,Monday,72,3,0
22861,1074,2019-02-26 05:36:57.805,2019-02-26 05:54:52.012,126.0,Esprit Park,37.7616343,-122.3906477,15.0,San Francisco Ferry Building (Harry Bridges Plaza),37.795392,-122.394203,2356,Subscriber,1952,Male,No,2019,2,26,5,morning,Monday,67,17,0
22864,213,2019-02-26 05:46:44.243,2019-02-26 05:50:17.248,70.0,Central Ave at Fell St,37.77331087889723,-122.44429260492323,73.0,Pierce St at Haight St,37.7717933,-122.4337079,6475,Subscriber,1959,Male,No,2019,2,26,5,morning,Monday,60,3,0
22868,156,2019-02-26 05:45:51.301,2019-02-26 05:48:28.166,223.0,16th St Mission BART Station 2,37.7647652154977,-122.42009103298186,99.0,Folsom St at 15th St,37.7670373,-122.4154425,4745,Subscriber,1948,Male,No,2019,2,26,5,morning,Monday,71,2,0
22872,161,2019-02-26 05:42:06.445,2019-02-26 05:44:48.165,64.0,5th St at Brannan St,37.7767539,-122.3990176,67.0,San Francisco Caltrain Station 2  (Townsend St at 4th St),37.7766392,-122.3955263,4569,Subscriber,1950,Male,No,2019,2,26,5,morning,Monday,69,2,0
22877,449,2019-02-26 04:45:10.713,2019-02-26 04:52:39.900,44.0,Civic Center/UN Plaza BART Station (Market St at McAllister St),37.7810737,-122.4117382,90.0,Townsend St at 7th St,37.771058,-122.402717,6070,Subscriber,1946,Male,No,2019,2,26,4,night,Monday,73,7,0
22878,362,2019-02-26 04:36:03.986,2019-02-26 04:42:06.156,131.0,22nd St at Dolores St,37.75500026037814,-122.42572769522668,129.0,Harrison St at 20th St,37.758862,-122.412544,1225,Subscriber,1958,Male,No,2019,2,26,4,night,Monday,61,6,0
22915,1098,2019-02-26 00:13:15.800,2019-02-26 00:31:34.173,81.0,Berry St at 4th St,37.77588,-122.39317,9.0,Broadway at Battery St,37.79857210846256,-122.40086898207666,5875,Subscriber,1959,Male,No,2019,2,26,0,night,Monday,60,18,0
22931,733,2019-02-25 23:59:10.842,2019-02-26 00:11:23.934,61.0,Howard St at 8th St,37.7765126,-122.4113061,61.0,Howard St at 8th St,37.7765126,-122.4113061,5290,Subscriber,1957,Male,No,2019,2,25,23,night,Sunday,62,12,0
22941,1685,2019-02-25 23:24:30.954,2019-02-25 23:52:36.861,61.0,Howard St at 8th St,37.7765126,-122.4113061,61.0,Howard St at 8th St,37.7765126,-122.4113061,5290,Subscriber,1957,Male,No,2019,2,25,23,night,Sunday,62,28,0
22949,249,2019-02-25 23:35:40.929,2019-02-25 23:39:50.836,104.0,4th St at 16th St,37.76704457969368,-122.39083349704742,81.0,Berry St at 4th St,37.77588,-122.39317,2502,Subscriber,1959,Male,No,2019,2,25,23,night,Sunday,60,4,0
23003,334,2019-02-25 22:46:03.269,2019-02-25 22:51:37.680,245.0,Downtown Berkeley BART,37.870139,-122.268422,251.0,California St at University Ave,37.87055532905745,-122.27972030639648,5403,Subscriber,1956,Male,Yes,2019,2,25,22,night,Sunday,63,5,0
23198,297,2019-02-25 21:26:28.844,2019-02-25 21:31:26.710,212.0,Mosswood Park,37.82489252995112,-122.26043654610294,210.0,45th St at Manila,37.8332935222321,-122.25622415542604,5085,Subscriber,1951,Male,No,2019,2,25,21,night,Sunday,68,4,0
23233,263,2019-02-25 21:18:52.241,2019-02-25 21:23:15.274,251.0,California St at University Ave,37.87055532905745,-122.27972030639648,246.0,Berkeley Civic Center,37.8690599,-122.270556,5638,Subscriber,1956,Male,Yes,2019,2,25,21,night,Sunday,63,4,0
23465,326,2019-02-25 20:21:37.309,2019-02-25 20:27:04.133,43.0,San Francisco Public Library (Grove St at Hyde St),37.7787677,-122.4159292,76.0,McCoppin St at Valencia St,37.77166246221617,-122.42242321372034,6503,Subscriber,1945,Male,Yes,2019,2,25,20,evening,Sunday,74,5,0
23531,625,2019-02-25 20:06:06.253,2019-02-25 20:16:31.413,289.0,5th St at Taylor St,37.3510173,-121.8959209,289.0,5th St at Taylor St,37.3510173,-121.8959209,4026,Subscriber,1957,Male,Yes,2019,2,25,20,evening,Sunday,62,10,0
23536,1351,2019-02-25 19:53:11.345,2019-02-25 20:15:43.213,71.0,Broderick St at Oak St,37.7730627,-122.4390777,17.0,Embarcadero BART Station (Beale St at Market St),37.792251,-122.397086,6433,Customer,1957,Female,No,2019,2,25,19,evening,Sunday,62,22,0
23537,1326,2019-02-25 19:53:32.686,2019-02-25 20:15:39.465,71.0,Broderick St at Oak St,37.7730627,-122.4390777,17.0,Embarcadero BART Station (Beale St at Market St),37.792251,-122.397086,5828,Customer,1957,Female,No,2019,2,25,19,evening,Sunday,62,22,0
23608,903,2019-02-25 19:47:35.476,2019-02-25 20:02:38.484,202.0,Washington St at 8th St,37.8007544,-122.2748943,212.0,Mosswood Park,37.82489252995112,-122.26043654610294,6241,Subscriber,1951,Male,No,2019,2,25,19,evening,Sunday,68,15,0
23647,964,2019-02-25 19:39:07.547,2019-02-25 19:55:12.065,345.0,Hubbell St at 16th St,37.766482696439496,-122.39827930927277,3.0,Powell St BART Station (Market St at 4th St),37.78637526861584,-122.40490436553954,4969,Subscriber,1949,Male,No,2019,2,25,19,evening,Sunday,70,16,0
23753,777,2019-02-25 19:25:12.316,2019-02-25 19:38:10.298,126.0,Esprit Park,37.7616343,-122.3906477,5.0,Powell St BART Station (Market St at 5th St),37.78389935708493,-122.4084448814392,4413,Subscriber,1959,Male,No,2019,2,25,19,evening,Sunday,60,12,0
23961,717,2019-02-25 19:00:22.200,2019-02-25 19:12:19.614,193.0,Grand Ave at Santa Clara Ave,37.8127441,-122.2472152,46.0,San Antonio Park,37.79013985185364,-122.24237322807312,4605,Subscriber,1958,Male,Yes,2019,2,25,19,evening,Sunday,61,11,0
