,duration_sec,start_time,end_time,start_station_id,start_station_name,start_station_latitude,start_station_longitude,end_station_id,end_station_name,end_station_latitude,end_station_longitude,bike_id,user_type,member_birth_year,member_gender,bike_share_for_all_trip,year,month,days,boarding_hour,period_of_day,day_of_week,age,travelTime_minutes,travelTime_hours
37207,1007,2019-02-23 14:28:16.855,2019-02-23 14:45:04.649,203.0,Webster St at 2nd St,37.795194764385954,-122.27396965026855,233.0,4th Ave at E 12th St (Temporary Location),37.795913,-122.255547,5745,Subscriber,1956,Male,No,2019,2,23,14,afternoon,Friday,63,16,0
37248,790,2019-02-23 14:26:28.827,2019-02-23 14:39:39.372,61.0,Howard St at 8th St,37.7765126,-122.4113061,93.0,4th St at Mission Bay Blvd S,37.7704074,-122.3911984,179,Subscriber,1955,Male,No,2019,2,23,14,afternoon,Friday,64,13,0
37293,239,2019-02-23 14:30:38.157,2019-02-23 14:34:37.157,372.0,Madison St at 17th St,37.8040367840236,-122.26240932941435,182.0,19th Street BART Station,37.8090126,-122.2682473,5779,Subscriber,1949,Male,Yes,2019,2,23,14,afternoon,Friday,70,3,0
37296,479,2019-02-23 14:26:08.056,2019-02-23 14:34:07.688,132.0,24th St at Chattanooga St,37.7518194,-122.4266139,109.0,17th St at Valencia St,37.7633158,-122.4219039,6112,Subscriber,1952,Female,No,2019,2,23,14,afternoon,Friday,67,7,0
37341,459,2019-02-23 14:21:25.070,2019-02-23 14:29:04.094,343.0,Bryant St at 2nd St,37.783171989315306,-122.39357203245164,90.0,Townsend St at 7th St,37.771058,-122.402717,5255,Subscriber,1953,Male,No,2019,2,23,14,afternoon,Friday,66,7,0
37457,231,2019-02-23 14:10:49.500,2019-02-23 14:14:41.037,100.0,Bryant St at 15th St,37.7671004,-122.410662,124.0,19th St at Florida St,37.7604469,-122.410807,6574,Subscriber,1959,Male,No,2019,2,23,14,afternoon,Friday,60,3,0
37551,8214,2019-02-23 11:44:03.284,2019-02-23 14:00:58.084,80.0,Townsend St at 5th St,37.77523486860597,-122.39743709564208,80.0,Townsend St at 5th St,37.77523486860597,-122.39743709564208,1771,Subscriber,1947,Female,No,2019,2,23,11,morning,Friday,72,136,2
37598,3428,2019-02-23 12:58:27.372,2019-02-23 13:55:36.094,7.0,Frank H Ogawa Plaza,37.8045623549303,-122.27173805236816,252.0,Channing Way at Shattuck Ave,37.8658466,-122.2674431,4534,Customer,1955,Female,No,2019,2,23,12,afternoon,Friday,64,57,0
37655,1350,2019-02-23 13:27:46.594,2019-02-23 13:50:17.066,160.0,West Oakland BART Station,37.8053183,-122.2948365,266.0,Parker St at Fulton St,37.8624644,-122.2647911,5167,Subscriber,1954,Male,No,2019,2,23,13,afternoon,Friday,65,22,0
37688,246,2019-02-23 13:41:22.578,2019-02-23 13:45:28.612,171.0,Rockridge BART Station,37.84427875399067,-122.251900434494,170.0,Telegraph Ave at 58th St,37.8444927,-122.261351,5144,Subscriber,1956,Female,No,2019,2,23,13,afternoon,Friday,63,4,0
37695,367,2019-02-23 13:38:31.396,2019-02-23 13:44:38.536,270.0,Ninth St at Heinz Ave,37.8534894,-122.2894154,157.0,65th St at Hollis St,37.8467842,-122.2913761,6397,Subscriber,1959,Male,No,2019,2,23,13,afternoon,Friday,60,6,0
37721,893,2019-02-23 13:25:17.074,2019-02-23 13:40:10.559,76.0,McCoppin St at Valencia St,37.77166246221617,-122.42242321372034,136.0,23rd St at San Bruno Ave,37.7544356,-122.4043639,4804,Subscriber,1945,Male,Yes,2019,2,23,13,afternoon,Friday,74,14,0
37748,3395,2019-02-23 12:39:12.796,2019-02-23 13:35:48.491,119.0,18th St at Noe St,37.7610471,-122.4326417,137.0,Jersey St at Castro St,37.750506,-122.4339496,4610,Subscriber,1952,Female,No,2019,2,23,12,afternoon,Friday,67,56,0
37796,875,2019-02-23 13:14:39.613,2019-02-23 13:29:15.509,195.0,Bay Pl at Vernon St,37.81231409135146,-122.26077854633331,171.0,Rockridge BART Station,37.84427875399067,-122.251900434494,5144,Subscriber,1956,Female,No,2019,2,23,13,afternoon,Friday,63,14,0
37809,302,2019-02-23 13:23:06.136,2019-02-23 13:28:08.991,122.0,19th St at Mission St,37.760299,-122.418892,113.0,Franklin Square,37.764555,-122.410345,6389,Subscriber,1959,Male,No,2019,2,23,13,afternoon,Friday,60,5,0
37869,466,2019-02-23 13:13:18.425,2019-02-23 13:21:05.310,147.0,29th St at Tiffany Ave,37.7440667,-122.4214722,127.0,Valencia St at 21st St,37.7567083,-122.421025,2548,Subscriber,1958,Male,No,2019,2,23,13,afternoon,Friday,61,7,0
37887,5936,2019-02-23 11:39:32.781,2019-02-23 13:18:29.008,203.0,Webster St at 2nd St,37.795194764385954,-122.27396965026855,187.0,Jack London Square,37.796248,-122.279352,6415,Customer,1956,Female,No,2019,2,23,11,morning,Friday,63,98,1
37918,673,2019-02-23 13:04:37.190,2019-02-23 13:15:50.209,218.0,DeFremery Park,37.8123315,-122.2851712,372.0,Madison St at 17th St,37.8040367840236,-122.26240932941435,5779,Subscriber,1949,Male,Yes,2019,2,23,13,afternoon,Friday,70,11,0
37928,951,2019-02-23 12:58:35.706,2019-02-23 13:14:27.558,245.0,Downtown Berkeley BART,37.870139,-122.268422,266.0,Parker St at Fulton St,37.8624644,-122.2647911,4913,Subscriber,1959,Male,No,2019,2,23,12,afternoon,Friday,60,15,0
37972,654,2019-02-23 12:57:06.927,2019-02-23 13:08:01.111,70.0,Central Ave at Fell St,37.77331087889723,-122.44429260492323,43.0,San Francisco Public Library (Grove St at Hyde St),37.7787677,-122.4159292,5854,Subscriber,1954,Male,No,2019,2,23,12,afternoon,Friday,65,10,0
37982,857,2019-02-23 12:51:11.926,2019-02-23 13:05:29.121,4.0,Cyril Magnin St at Ellis St,37.78588062694133,-122.4089150084319,323.0,Broadway at Kearny,37.79801364395978,-122.40595042705534,6246,Customer,1957,Male,No,2019,2,23,12,afternoon,Friday,62,14,0
37985,6407,2019-02-23 11:18:25.869,2019-02-23 13:05:13.512,144.0,Precita Park,37.7472996,-122.4114029,3.0,Powell St BART Station (Market St at 4th St),37.78637526861584,-122.40490436553954,6332,Subscriber,1953,Male,No,2019,2,23,11,morning,Friday,66,106,1
38015,795,2019-02-23 12:48:06.377,2019-02-23 13:01:21.813,178.0,Broadway at 30th St,37.8193814,-122.2619284,167.0,College Ave at Harwood Ave,37.848152,-122.2521599,5129,Subscriber,1947,Male,No,2019,2,23,12,afternoon,Friday,72,13,0
38208,761,2019-02-23 12:23:30.717,2019-02-23 12:36:11.846,77.0,11th St at Natoma St,37.7735069,-122.4160402,119.0,18th St at Noe St,37.7610471,-122.4326417,4610,Subscriber,1952,Female,No,2019,2,23,12,afternoon,Friday,67,12,0
38213,558,2019-02-23 12:26:25.293,2019-02-23 12:35:44.248,197.0,El Embarcadero at Grand Ave,37.8088479,-122.2496799,195.0,Bay Pl at Vernon St,37.81231409135146,-122.26077854633331,5144,Subscriber,1956,Female,No,2019,2,23,12,afternoon,Friday,63,9,0
38214,981,2019-02-23 12:19:22.128,2019-02-23 12:35:43.226,104.0,4th St at 16th St,37.76704457969368,-122.39083349704742,5.0,Powell St BART Station (Market St at 5th St),37.78389935708493,-122.4084448814392,6358,Subscriber,1950,Male,No,2019,2,23,12,afternoon,Friday,69,16,0
38221,1251,2019-02-23 12:14:13.124,2019-02-23 12:35:04.472,187.0,Jack London Square,37.796248,-122.279352,7.0,Frank H Ogawa Plaza,37.8045623549303,-122.27173805236816,6452,Subscriber,1959,Male,No,2019,2,23,12,afternoon,Friday,60,20,0
38282,1066,2019-02-23 12:10:23.990,2019-02-23 12:28:10.160,120.0,Mission Dolores Park,37.7614205,-122.4264353,70.0,Central Ave at Fell St,37.77331087889723,-122.44429260492323,6201,Subscriber,1958,Female,No,2019,2,23,12,afternoon,Friday,61,17,0
38417,891,2019-02-23 11:55:23.958,2019-02-23 12:10:15.536,371.0,Lombard St at Columbus Ave,37.80274615250053,-122.41357862949371,5.0,Powell St BART Station (Market St at 5th St),37.78389935708493,-122.4084448814392,6207,Subscriber,1959,Male,No,2019,2,23,11,morning,Friday,60,14,0
38428,221,2019-02-23 12:05:37.297,2019-02-23 12:09:18.466,378.0,Empire St at 7th St,37.34774456553247,-121.89079999923706,289.0,5th St at Taylor St,37.3510173,-121.8959209,4022,Subscriber,1957,Male,Yes,2019,2,23,12,afternoon,Friday,62,3,0
38432,991,2019-02-23 11:52:32.941,2019-02-23 12:09:04.010,61.0,Howard St at 8th St,37.7765126,-122.4113061,3.0,Powell St BART Station (Market St at 4th St),37.78637526861584,-122.40490436553954,5065,Subscriber,1957,Male,No,2019,2,23,11,morning,Friday,62,16,0
38493,650,2019-02-23 11:49:31.478,2019-02-23 12:00:22.419,284.0,Yerba Buena Center for the Arts (Howard St at 3rd St),37.78487208436062,-122.40087568759915,324.0,Union Square (Powell St at Post St),37.788299978150825,-122.40853071212769,444,Customer,1951,Male,No,2019,2,23,11,morning,Friday,68,10,0
38510,1030,2019-02-23 11:40:59.157,2019-02-23 11:58:09.898,129.0,Harrison St at 20th St,37.758862,-122.412544,147.0,29th St at Tiffany Ave,37.7440667,-122.4214722,2739,Subscriber,1955,Female,No,2019,2,23,11,morning,Friday,64,17,0
38549,1725,2019-02-23 11:24:35.565,2019-02-23 11:53:20.647,310.0,San Fernando St at 4th St,37.335885,-121.88566,378.0,Empire St at 7th St,37.34774456553247,-121.89079999923706,4022,Subscriber,1957,Male,Yes,2019,2,23,11,morning,Friday,62,28,0
38554,559,2019-02-23 11:43:15.666,2019-02-23 11:52:34.676,372.0,Madison St at 17th St,37.8040367840236,-122.26240932941435,218.0,DeFremery Park,37.8123315,-122.2851712,5779,Subscriber,1949,Male,Yes,2019,2,23,11,morning,Friday,70,9,0
38559,451,2019-02-23 11:44:24.044,2019-02-23 11:51:55.227,286.0,San Carlos St at 11th St,37.3364659,-121.8766132,311.0,Paseo De San Antonio at 2nd St,37.333798,-121.886943,6197,Subscriber,1947,Female,No,2019,2,23,11,morning,Friday,72,7,0
38560,1205,2019-02-23 11:31:42.412,2019-02-23 11:51:47.689,114.0,Rhode Island St at 17th St,37.7644783,-122.4025701,70.0,Central Ave at Fell St,37.77331087889723,-122.44429260492323,5925,Subscriber,1957,Male,No,2019,2,23,11,morning,Friday,62,20,0
38595,272,2019-02-23 11:42:28.120,2019-02-23 11:47:00.353,119.0,18th St at Noe St,37.7610471,-122.4326417,107.0,17th St at Dolores St,37.7630152,-122.4264968,5240,Subscriber,1958,Female,No,2019,2,23,11,morning,Friday,61,4,0
38610,585,2019-02-23 11:36:07.482,2019-02-23 11:45:53.363,46.0,San Antonio Park,37.79013985185364,-122.24237322807312,193.0,Grand Ave at Santa Clara Ave,37.8127441,-122.2472152,573,Subscriber,1958,Male,Yes,2019,2,23,11,morning,Friday,61,9,0
38614,342,2019-02-23 11:39:51.498,2019-02-23 11:45:34.066,90.0,Townsend St at 7th St,37.771058,-122.402717,115.0,Jackson Playground,37.7650259,-122.3987734,5024,Subscriber,1943,Male,Yes,2019,2,23,11,morning,Friday,76,5,0
38640,305,2019-02-23 11:36:56.578,2019-02-23 11:42:02.176,124.0,19th St at Florida St,37.7604469,-122.410807,139.0,Garfield Square (25th St at Harrison St),37.7510171,-122.4119009,6228,Subscriber,1959,Male,No,2019,2,23,11,morning,Friday,60,5,0
38657,2283,2019-02-23 11:01:43.150,2019-02-23 11:39:46.484,7.0,Frank H Ogawa Plaza,37.8045623549303,-122.27173805236816,187.0,Jack London Square,37.796248,-122.279352,6452,Subscriber,1959,Male,No,2019,2,23,11,morning,Friday,60,38,0
38674,2836,2019-02-23 10:50:59.827,2019-02-23 11:38:16.190,15.0,San Francisco Ferry Building (Harry Bridges Plaza),37.795392,-122.394203,377.0,Fell St at Stanyan St,37.771916882623145,-122.45370447635652,5820,Subscriber,1954,Male,No,2019,2,23,10,morning,Friday,65,47,0
38743,2280,2019-02-23 10:47:35.303,2019-02-23 11:25:36.295,197.0,El Embarcadero at Grand Ave,37.8088479,-122.2496799,197.0,El Embarcadero at Grand Ave,37.8088479,-122.2496799,2819,Subscriber,1956,Female,No,2019,2,23,10,morning,Friday,63,38,0
38763,785,2019-02-23 11:10:01.214,2019-02-23 11:23:07.203,70.0,Central Ave at Fell St,37.77331087889723,-122.44429260492323,119.0,18th St at Noe St,37.7610471,-122.4326417,5369,Subscriber,1958,Female,No,2019,2,23,11,morning,Friday,61,13,0
38818,820,2019-02-23 11:01:37.121,2019-02-23 11:15:17.434,15.0,San Francisco Ferry Building (Harry Bridges Plaza),37.795392,-122.394203,66.0,3rd St at Townsend St,37.77874161153677,-122.39274082710836,1105,Subscriber,1947,Male,No,2019,2,23,11,morning,Friday,72,13,0
38830,982,2019-02-23 10:56:22.240,2019-02-23 11:12:44.512,145.0,29th St at Church St,37.7436839,-122.4268059,138.0,Jersey St at Church St,37.7509004,-122.4274114,6414,Customer,1951,Female,No,2019,2,23,10,morning,Friday,68,16,0
38860,392,2019-02-23 11:01:11.033,2019-02-23 11:07:43.902,294.0,Pierce Ave at Market St,37.327581,-121.884559,310.0,San Fernando St at 4th St,37.335885,-121.88566,4022,Subscriber,1957,Male,Yes,2019,2,23,11,morning,Friday,62,6,0
38878,358,2019-02-23 11:00:10.337,2019-02-23 11:06:08.955,246.0,Berkeley Civic Center,37.8690599,-122.270556,262.0,West St at University Ave,37.86996670760404,-122.28653311729433,4786,Subscriber,1945,Other,Yes,2019,2,23,11,morning,Friday,74,5,0
38932,389,2019-02-23 10:49:33.547,2019-02-23 10:56:03.428,173.0,Shattuck Ave at 55th St,37.8403643,-122.2644881,150.0,Adeline St at 40th St,37.8312769,-122.2782669,5435,Subscriber,1900,Male,Yes,2019,2,23,10,morning,Friday,119,6,0
38957,890,2019-02-23 10:37:29.494,2019-02-23 10:52:19.743,145.0,29th St at Church St,37.7436839,-122.4268059,129.0,Harrison St at 20th St,37.758862,-122.412544,2739,Subscriber,1955,Female,No,2019,2,23,10,morning,Friday,64,14,0
39046,1161,2019-02-23 10:16:25.780,2019-02-23 10:35:47.202,304.0,Jackson St at 5th St,37.3487586867448,-121.89479783177376,294.0,Pierce Ave at Market St,37.327581,-121.884559,4022,Subscriber,1957,Male,Yes,2019,2,23,10,morning,Friday,62,19,0
39054,1273,2019-02-23 10:13:53.323,2019-02-23 10:35:07.027,266.0,Parker St at Fulton St,37.8624644,-122.2647911,160.0,West Oakland BART Station,37.8053183,-122.2948365,6468,Subscriber,1954,Male,No,2019,2,23,10,morning,Friday,65,21,0
39078,416,2019-02-23 10:25:18.837,2019-02-23 10:32:15.182,262.0,West St at University Ave,37.86996670760404,-122.28653311729433,246.0,Berkeley Civic Center,37.8690599,-122.270556,4895,Subscriber,1945,Other,Yes,2019,2,23,10,morning,Friday,74,6,0
39099,475,2019-02-23 10:20:05.240,2019-02-23 10:28:00.363,266.0,Parker St at Fulton St,37.8624644,-122.2647911,245.0,Downtown Berkeley BART,37.870139,-122.268422,6604,Subscriber,1959,Male,No,2019,2,23,10,morning,Friday,60,7,0
39125,527,2019-02-23 10:15:21.407,2019-02-23 10:24:09.129,350.0,8th St at Brannan St,37.771431362921085,-122.40578681230544,343.0,Bryant St at 2nd St,37.783171989315306,-122.39357203245164,4749,Subscriber,1959,Female,No,2019,2,23,10,morning,Friday,60,8,0
39171,329,2019-02-23 10:10:19.708,2019-02-23 10:15:49.701,285.0,Webster St at O'Farrell St,37.78352083526095,-122.43115782737732,29.0,O'Farrell St at Divisadero St,37.7824046019341,-122.43944585323337,6435,Subscriber,1957,Male,No,2019,2,23,10,morning,Friday,62,5,0
39186,614,2019-02-23 10:03:48.701,2019-02-23 10:14:03.593,167.0,College Ave at Harwood Ave,37.848152,-122.2521599,178.0,Broadway at 30th St,37.8193814,-122.2619284,4645,Subscriber,1947,Male,No,2019,2,23,10,morning,Friday,72,10,0
39194,230,2019-02-23 10:09:03.714,2019-02-23 10:12:54.677,289.0,5th St at Taylor St,37.3510173,-121.8959209,304.0,Jackson St at 5th St,37.3487586867448,-121.89479783177376,3858,Subscriber,1957,Male,Yes,2019,2,23,10,morning,Friday,62,3,0
39198,393,2019-02-23 10:05:45.653,2019-02-23 10:12:19.258,86.0,Market St at Dolores St,37.7693053,-122.4268256,223.0,16th St Mission BART Station 2,37.7647652154977,-122.42009103298186,6437,Subscriber,1957,Male,No,2019,2,23,10,morning,Friday,62,6,0
39210,886,2019-02-23 09:54:41.724,2019-02-23 10:09:27.869,80.0,Townsend St at 5th St,37.77523486860597,-122.39743709564208,80.0,Townsend St at 5th St,37.77523486860597,-122.39743709564208,6138,Subscriber,1956,Female,Yes,2019,2,23,9,morning,Friday,63,14,0
39253,812,2019-02-23 09:46:54.364,2019-02-23 10:00:27.283,29.0,O'Farrell St at Divisadero St,37.7824046019341,-122.43944585323337,285.0,Webster St at O'Farrell St,37.78352083526095,-122.43115782737732,6435,Subscriber,1957,Male,No,2019,2,23,9,morning,Friday,62,13,0
39258,1431,2019-02-23 09:34:36.125,2019-02-23 09:58:27.345,170.0,Telegraph Ave at 58th St,37.8444927,-122.261351,197.0,El Embarcadero at Grand Ave,37.8088479,-122.2496799,1426,Subscriber,1956,Female,No,2019,2,23,9,morning,Friday,63,23,0
39259,336,2019-02-23 09:52:36.642,2019-02-23 09:58:13.148,10.0,Washington St at Kearny St,37.79539293725452,-122.4047702550888,323.0,Broadway at Kearny,37.79801364395978,-122.40595042705534,5339,Subscriber,1956,Male,No,2019,2,23,9,morning,Friday,63,5,0
39416,682,2019-02-23 09:07:14.676,2019-02-23 09:18:36.961,67.0,San Francisco Caltrain Station 2  (Townsend St at 4th St),37.7766392,-122.3955263,15.0,San Francisco Ferry Building (Harry Bridges Plaza),37.795392,-122.394203,1105,Subscriber,1947,Male,No,2019,2,23,9,morning,Friday,72,11,0
39461,386,2019-02-23 08:57:51.243,2019-02-23 09:04:17.266,160.0,West Oakland BART Station,37.8053183,-122.2948365,160.0,West Oakland BART Station,37.8053183,-122.2948365,1247,Subscriber,1959,Male,Yes,2019,2,23,8,morning,Friday,60,6,0
39496,644,2019-02-23 08:46:21.265,2019-02-23 08:57:06.032,4.0,Cyril Magnin St at Ellis St,37.78588062694133,-122.4089150084319,30.0,San Francisco Caltrain (Townsend St at 4th St),37.776598,-122.395282,5312,Subscriber,1959,Male,No,2019,2,23,8,morning,Friday,60,10,0
39552,331,2019-02-23 08:33:08.184,2019-02-23 08:38:39.229,72.0,Page St at Scott St,37.772406,-122.4356498,76.0,McCoppin St at Valencia St,37.77166246221617,-122.42242321372034,6644,Subscriber,1959,Male,No,2019,2,23,8,morning,Friday,60,5,0
39587,1536,2019-02-23 07:56:51.208,2019-02-23 08:22:28.103,230.0,14th St at Mandela Pkwy,37.8107432,-122.2914153,267.0,Derby St at College Ave,37.8618037,-122.2535687,4673,Subscriber,1957,Male,No,2019,2,23,7,morning,Friday,62,25,0
39672,875,2019-02-23 07:24:27.020,2019-02-23 07:39:02.821,104.0,4th St at 16th St,37.76704457969368,-122.39083349704742,116.0,Mississippi St at 17th St,37.7648022,-122.3947713,654,Subscriber,1952,Male,No,2019,2,23,7,morning,Friday,67,14,0
39674,3653,2019-02-23 06:36:13.376,2019-02-23 07:37:06.600,131.0,22nd St at Dolores St,37.75500026037814,-122.42572769522668,41.0,Golden Gate Ave at Polk St,37.78127,-122.41874,139,Subscriber,1958,Male,No,2019,2,23,6,morning,Friday,61,60,1
39711,723,2019-02-23 06:52:49.631,2019-02-23 07:04:53.401,22.0,Howard St at Beale St,37.789756,-122.394643,6.0,The Embarcadero at Sansome St,37.80477,-122.403234,2792,Subscriber,1954,Male,No,2019,2,23,6,morning,Friday,65,12,0
39713,1506,2019-02-23 06:38:02.163,2019-02-23 07:03:08.802,11.0,Davis St at Jackson St,37.79728,-122.398436,11.0,Davis St at Jackson St,37.79728,-122.398436,2225,Subscriber,1952,Female,No,2019,2,23,6,morning,Friday,67,25,0
39734,133,2019-02-23 06:23:30.386,2019-02-23 06:25:44.126,64.0,5th St at Brannan St,37.7767539,-122.3990176,67.0,San Francisco Caltrain Station 2  (Townsend St at 4th St),37.7766392,-122.3955263,6264,Subscriber,1950,Male,No,2019,2,23,6,morning,Friday,69,2,0
39752,285,2019-02-23 05:07:42.454,2019-02-23 05:12:28.193,91.0,Berry St at King St,37.771762110313176,-122.39843755960464,93.0,4th St at Mission Bay Blvd S,37.7704074,-122.3911984,6093,Customer,1955,Male,No,2019,2,23,5,morning,Friday,64,4,0
39913,304,2019-02-23 00:04:32.580,2019-02-23 00:09:36.995,73.0,Pierce St at Haight St,37.7717933,-122.4337079,70.0,Central Ave at Fell St,37.77331087889723,-122.44429260492323,4972,Subscriber,1959,Male,No,2019,2,23,0,night,Friday,60,5,0
83564,394,2019-02-17 22:21:31.859,2019-02-17 22:28:06.411,171.0,Rockridge BART Station,37.84427875399067,-122.251900434494,210.0,45th St at Manila,37.8332935222321,-122.25622415542604,1129,Subscriber,1951,Male,No,2019,2,17,22,night,Saturday,68,6,0
83573,320,2019-02-17 22:14:43.649,2019-02-17 22:20:04.099,127.0,Valencia St at 21st St,37.7567083,-122.421025,76.0,McCoppin St at Valencia St,37.77166246221617,-122.42242321372034,6107,Subscriber,1945,Male,Yes,2019,2,17,22,night,Saturday,74,5,0
83819,820,2019-02-17 20:07:21.086,2019-02-17 20:21:02.035,289.0,5th St at Taylor St,37.3510173,-121.8959209,289.0,5th St at Taylor St,37.3510173,-121.8959209,4050,Subscriber,1957,Male,Yes,2019,2,17,20,evening,Saturday,62,13,0
83837,698,2019-02-17 20:05:20.622,2019-02-17 20:16:59.379,129.0,Harrison St at 20th St,37.758862,-122.412544,144.0,Precita Park,37.7472996,-122.4114029,2781,Subscriber,1955,Male,No,2019,2,17,20,evening,Saturday,64,11,0
83962,243,2019-02-17 19:33:00.007,2019-02-17 19:37:03.075,181.0,Grand Ave at Webster St,37.8113768,-122.2651925,196.0,Grand Ave at Perkins St,37.80889393398715,-122.25646018981932,3270,Subscriber,1954,Male,No,2019,2,17,19,evening,Saturday,65,4,0
84264,282,2019-02-17 18:19:14.448,2019-02-17 18:23:56.897,196.0,Grand Ave at Perkins St,37.80889393398715,-122.25646018981932,181.0,Grand Ave at Webster St,37.8113768,-122.2651925,865,Subscriber,1954,Male,No,2019,2,17,18,evening,Saturday,65,4,0
84272,432,2019-02-17 18:14:29.852,2019-02-17 18:21:42.830,316.0,San Salvador St at 1st St,37.330165,-121.885831,286.0,San Carlos St at 11th St,37.3364659,-121.8766132,2948,Subscriber,1957,Female,No,2019,2,17,18,evening,Saturday,62,7,0
84282,386,2019-02-17 18:14:00.874,2019-02-17 18:20:27.062,197.0,El Embarcadero at Grand Ave,37.8088479,-122.2496799,195.0,Bay Pl at Vernon St,37.81231409135146,-122.26077854633331,3703,Subscriber,1954,Male,No,2019,2,17,18,evening,Saturday,65,6,0
84288,149,2019-02-17 18:16:02.157,2019-02-17 18:18:31.381,160.0,West Oakland BART Station,37.8053183,-122.2948365,235.0,Union St at 10th St,37.8072393,-122.2893702,4662,Subscriber,1959,Female,No,2019,2,17,18,evening,Saturday,60,2,0
84352,1041,2019-02-17 17:49:41.626,2019-02-17 18:07:03.479,28.0,The Embarcadero at Bryant St,37.78716801474664,-122.38809792330358,8.0,The Embarcadero at Vallejo St,37.799953,-122.398525,2960,Subscriber,1958,Male,No,2019,2,17,17,evening,Saturday,61,17,0
84422,1249,2019-02-17 17:32:06.287,2019-02-17 17:52:56.260,115.0,Jackson Playground,37.7650259,-122.3987734,29.0,O'Farrell St at Divisadero St,37.7824046019341,-122.43944585323337,4717,Subscriber,1957,Male,No,2019,2,17,17,evening,Saturday,62,20,0
84477,1961,2019-02-17 17:09:20.625,2019-02-17 17:42:01.759,378.0,Empire St at 7th St,37.34774456553247,-121.89079999923706,289.0,5th St at Taylor St,37.3510173,-121.8959209,4050,Subscriber,1957,Male,Yes,2019,2,17,17,evening,Saturday,62,32,0
84526,484,2019-02-17 17:22:17.022,2019-02-17 17:30:21.622,144.0,Precita Park,37.7472996,-122.4114029,125.0,20th St at Bryant St,37.7592005,-122.409851,1357,Subscriber,1955,Male,No,2019,2,17,17,evening,Saturday,64,8,0
84531,3063,2019-02-17 16:38:45.862,2019-02-17 17:29:49.254,29.0,O'Farrell St at Divisadero St,37.7824046019341,-122.43944585323337,115.0,Jackson Playground,37.7650259,-122.3987734,4631,Subscriber,1957,Male,No,2019,2,17,16,afternoon,Saturday,62,51,0
84618,504,2019-02-17 17:07:58.943,2019-02-17 17:16:23.317,5.0,Powell St BART Station (Market St at 5th St),37.78389935708493,-122.4084448814392,61.0,Howard St at 8th St,37.7765126,-122.4113061,5024,Subscriber,1957,Male,No,2019,2,17,17,evening,Saturday,62,8,0
84727,449,2019-02-17 16:54:05.407,2019-02-17 17:01:35.067,279.0,Santa Clara St at 7th St,37.3391456,-121.8841054,378.0,Empire St at 7th St,37.34774456553247,-121.89079999923706,4017,Subscriber,1957,Male,Yes,2019,2,17,16,afternoon,Saturday,62,7,0
84818,560,2019-02-17 16:38:51.560,2019-02-17 16:48:12.200,127.0,Valencia St at 21st St,37.7567083,-122.421025,110.0,17th & Folsom Street Park (17th St at Folsom St),37.7637085,-122.4152042,6480,Customer,1954,Male,No,2019,2,17,16,afternoon,Saturday,65,9,0
84823,262,2019-02-17 16:41:33.829,2019-02-17 16:45:56.446,237.0,Fruitvale BART Station,37.7752321,-122.2244982,228.0,Foothill Blvd at Harrington Ave,37.77993,-122.2177284,4668,Subscriber,1956,Female,Yes,2019,2,17,16,afternoon,Saturday,63,4,0
84836,507,2019-02-17 16:35:50.096,2019-02-17 16:44:18.023,210.0,45th St at Manila,37.8332935222321,-122.25622415542604,176.0,MacArthur BART Station,37.82840997305853,-122.26631462574004,5183,Subscriber,1951,Male,No,2019,2,17,16,afternoon,Saturday,68,8,0
84838,168,2019-02-17 16:41:19.043,2019-02-17 16:44:07.929,85.0,Church St at Duboce Ave,37.7700831,-122.4291557,73.0,Pierce St at Haight St,37.7717933,-122.4337079,5875,Subscriber,1931,Male,No,2019,2,17,16,afternoon,Saturday,88,2,0
84851,314,2019-02-17 16:37:30.218,2019-02-17 16:42:45.106,72.0,Page St at Scott St,37.772406,-122.4356498,43.0,San Francisco Public Library (Grove St at Hyde St),37.7787677,-122.4159292,5832,Subscriber,1959,Male,No,2019,2,17,16,afternoon,Saturday,60,5,0
84870,107,2019-02-17 16:38:28.048,2019-02-17 16:40:15.297,309.0,San Jose City Hall,37.337391,-121.886995,279.0,Santa Clara St at 7th St,37.3391456,-121.8841054,3781,Subscriber,1957,Male,Yes,2019,2,17,16,afternoon,Saturday,62,1,0
84895,772,2019-02-17 16:24:48.927,2019-02-17 16:37:41.903,349.0,Howard St at Mary St,37.78100971717512,-122.40566611289978,77.0,11th St at Natoma St,37.7735069,-122.4160402,5294,Subscriber,1952,Female,No,2019,2,17,16,afternoon,Saturday,67,12,0
84909,520,2019-02-17 16:26:13.743,2019-02-17 16:34:53.758,33.0,Golden Gate Ave at Hyde St,37.7816495,-122.4154077,98.0,Valencia St at 16th St,37.765052,-122.4218661,6120,Subscriber,1957,Male,No,2019,2,17,16,afternoon,Saturday,62,8,0
84910,227,2019-02-17 16:30:54.310,2019-02-17 16:34:41.360,53.0,Grove St at Divisadero,37.775946,-122.4377775,73.0,Pierce St at Haight St,37.7717933,-122.4337079,4615,Subscriber,1931,Male,No,2019,2,17,16,afternoon,Saturday,88,3,0
84966,182,2019-02-17 16:24:36.530,2019-02-17 16:27:39.156,100.0,Bryant St at 15th St,37.7671004,-122.410662,124.0,19th St at Florida St,37.7604469,-122.410807,6428,Subscriber,1959,Male,No,2019,2,17,16,afternoon,Saturday,60,3,0
